Streams,Title,Artists,URI,Artist URIs
"['spotify:artist:4MCBfE4596Uoi2O4DtmEMz', 'spotify:artist:64KEffDW9EtZ1y2vBYgq8T', 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J', 'spotify:artist:6AgTAQt8XS6jRWi4sX7w49']","['Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G']",449436658,Hate The Other Side,spotify:track:0ada5XsQGLPUVbmTCkAP49
['spotify:artist:0L8ExT028jH3ddEcZwqJJ5'],['Red Hot Chili Peppers'],449289605,Give It Away,spotify:track:0uppYCG86ajpV2hSR3dJJ0
"['spotify:artist:4AVFqumd2ogHFlRbKIjp1t', 'spotify:artist:1Xylc3o4UrD53lo9CvFvVg']","['Alesso', 'Zara Larsson']",449232744,Words,spotify:track:1bgKMxPQU7JIZEhNsM1vFs
['spotify:artist:0GpuSge5ffZ053NhXxgQkV'],['Cardenales De Nuevo León'],449182867,Belleza De Cantina,spotify:track:4ZplewvZRLFcfBa5uyBbhd
['spotify:artist:15K8w0bfYieOr55vhSMgJN'],['Edith Whiskers'],449139361,Home,spotify:track:2qPSa6HXjzwa9sLhNGpA1T
['spotify:artist:22WZ7M8sxp5THdruNY3gXt'],['The Doors'],448907467,Riders on the Storm,spotify:track:14XWXWv5FoCbFzLksawpEe
['spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx'],['Selena Gomez'],448876304,Come & Get It,spotify:track:6LoQHIo74tOzQ8EsLEkhgF
['spotify:artist:0pCNk4D3E2xtszsm6hMsWr'],['K.Flay'],448843355,High Enough,spotify:track:1qwno7xb5mJe71xtMS6jl2
['spotify:artist:1qto4hHid1P71emI6Fd8xi'],['Aventura'],448707089,El Malo,spotify:track:217bRMES4HVbPdUe8l8ECN
"['spotify:artist:28gNT5KBp7IjEOQoevXf9N', 'spotify:artist:2oQX8QiMXOyuqbcZEFsZfm']","['Camilo', 'El Alfa']",448659071,BEBÉ,spotify:track:3Zf4GutWZ7Hv3wsVQsSQPs
['spotify:artist:3b8QkneNDz4JHKKKlLgYZg'],['Florida Georgia Line'],448460802,H.O.L.Y.,spotify:track:0BCy325UZyR9z0t0uxwn2N
['spotify:artist:51Blml2LZPmy7TTiAg47vQ'],['U2'],448379615,Sunday Bloody Sunday,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ
"['spotify:artist:4O15NlyKLIASxsJ0PrXPfz', 'spotify:artist:0M2CO5ijP35MDhNwvpgxTV', 'spotify:artist:2xzyIzdjfeXX6FIQtlAAyw']","['Lil Uzi Vert', 'sped up nightcore', 'ARIZONATEARS']",448346358,Watch This,spotify:track:0FA4wrjDJvJTTU8AepZTup
"['spotify:artist:1gW6pz5n1aK249L0GvfQCC', 'spotify:artist:7Gi6gjaWy3DxyilpF1a8Is']","['Grupo Marca Registrada', 'Junior H']",448242203,El Rescate,spotify:track:4w273WCBXwM4P3jTX5HkB2
['spotify:artist:5f7VJjfbwm532GiveGC0ZK'],['Lil Baby'],448224923,Woah,spotify:track:02RCbjb9czvQKNGBmEmWob
"['spotify:artist:0c173mlxpT3dSFRgMO8XPh', 'spotify:artist:55Aa2cqylxrFIXC767Z865', 'spotify:artist:5ZS223C6JyBfXasXxrRqOk']","['Big Sean', 'Lil Wayne', 'Jhené Aiko']",448166218,Beware,spotify:track:6bxUnsSGZCmoHHU5auwtps
['spotify:artist:33qOK5uJ8AR2xuQQAhHump'],['Teddy Swims'],448084225,The Door,spotify:track:3dj4wgM3cPeuLwMNHDuBon
['spotify:artist:6PXS4YHDkKvl1wkIl4V8DL'],['Fetty Wap'],448005809,Again,spotify:track:3ESSGgWzRf1xvP7G5hHMhB
"['spotify:artist:64KEffDW9EtZ1y2vBYgq8T', 'spotify:artist:2kCcBybjl3SAtIcwdWpUe3']","['Marshmello', 'Lil Peep']",447951380,Spotlight,spotify:track:6VrCmhRBFnuGKmtNfk4jDs
"['spotify:artist:6XwwFnewNgWp81MYMK8zLq', 'spotify:artist:34dZRjYum6vVBGslgYaBtB']","['Edward Maya', 'Vika Jigulina']",447930646,Stereo Love,spotify:track:11Iv8RCFmeImLOpaHYxKb4
['spotify:artist:3qnGvpP8Yth1AqSBMqON5x'],['Leon Bridges'],447919805,River,spotify:track:3hhbDnFUb2bicI2df6VurK
['spotify:artist:4MoAOfV4ROWofLG3a3hhBN'],['Jon Pardi'],447779360,Heartache On The Dance Floor,spotify:track:0w3Q14i073jLoew1hgJkwD
"['spotify:artist:0KPX4Ucy9dk82uj4GpKesn', 'spotify:artist:1SupJlEpv7RS2tPNRaHViT', 'spotify:artist:14zUHaJZo1mnYtn6IBRaRP', 'spotify:artist:77ziqFxp5gaInVrF2lj4ht', 'spotify:artist:1pQWsZQehhS4wavwh7Fnxd', 'spotify:artist:2LRoIwlKmHjgvigdNGBHNo', 'spotify:artist:11YLRSsZA3YVuQQtHXKTlz']","['Dalex', 'Nicky Jam', 'Justin Quiles', 'Sech', 'Lenny Tavárez', 'Feid', 'Rafa Pabön']",447583905,Cuaderno,spotify:track:7anSoGdgtmJTAPZBzcPhO6
"['spotify:artist:14zUHaJZo1mnYtn6IBRaRP', 'spotify:artist:4VVEpEhC8NcR7AqNEds42U', 'spotify:artist:21451j1KhjAiaYKflxBjr1']","['Justin Quiles', 'Chimbala', 'Zion & Lennox']",447581304,Loco,spotify:track:6b2HYgqcK9mvktt4GxAu72
['spotify:artist:6DCIj8jNaNpBz8e5oKFPtp'],['The Cars'],447545293,Drive,spotify:track:2lFFiNm0XtgJ6wkdncTB4k
['spotify:artist:181bsRPaVXVlUKXrxwZfHK'],['Megan Thee Stallion'],447269737,Savage,spotify:track:55CHeLEfn5iJ0IIkgaa4si
['spotify:artist:04gDigrS5kc9YWfZHwBETP'],['Maroon 5'],447237443,Wait,spotify:track:6AvfZXpbb6r35DfF7gHPRq
['spotify:artist:7An4yvF7hDYDolN4m5zKBp'],['Soda Stereo'],447184264,Cuando Pase el Temblor,spotify:track:2ExpCKBxiHbgzepERl1t4D
['spotify:artist:21WS9wngs9AqFckK7yYJPM'],['PnB Rock'],447182010,Selfish,spotify:track:2xbI8Vmyv3TkpTdywpPyNw
"['spotify:artist:0NGAZxHanS9e0iNHpR8f2W', 'spotify:artist:66TrUkUZ3RM29dqeDQRgyA', 'spotify:artist:1TrfxjXu8quyDw05p2bacX', 'spotify:artist:2u3rmzZC0psTER2sDfUebm']","['Alok', 'Ella Eyre', 'Kenny Dope', 'Never Dull']",447094269,Deep Down,spotify:track:7MIhUdNJtaOnDmC5nBC1fb
['spotify:artist:4LLpKhyESsyAXpc4laK94U'],['Mac Miller'],447078151,Donald Trump,spotify:track:6Aa7aDayiQHnUw1dUvdneZ
['spotify:artist:5gznATMVO85ZcLTkE9ULU7'],['Lenny Kravitz'],447041986,Are You Gonna Go My Way,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea
"['spotify:artist:6GI52t8N5F02MxU0g5U69P', 'spotify:artist:3aBkeBhwadnWMWoVJ2CxJC']","['Santana', 'Rob Thomas']",446692106,Smooth,spotify:track:2pX4FpOgwItRVPPUFdRcxA
['spotify:artist:4r63FhuTkUYltbVAg5TQnk'],['DaBaby'],446342521,VIBEZ,spotify:track:0fySG6A6qLE8IvDpayb5bM
['spotify:artist:2WX2uTcsvV5OnS0inACecP'],['Birdy'],445995367,Not About Angels,spotify:track:5sF7hdYvhrcgNq8NZjfK8L
['spotify:artist:6OBGbSaBUvQtk9wpQfDbOE'],['Kevin Kaarl'],445953270,San Lucas,spotify:track:75UMtPC77vqKRwfSuYuNPO
['spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'],['Travis Scott'],445804719,ASTROTHUNDER,spotify:track:4MXhiYIRDMGAuvZc5IFTwC
"['spotify:artist:4lxfqrEsLX6N1N4OCSkILp', 'spotify:artist:1vMa7vSLufTtqzniPXoV8T', 'spotify:artist:2DMF5PvArh8PhpR1YRDBgv', 'spotify:artist:498OLUGBV0hSPmRHokzvaA']","['Phil Collins', 'Anders Soldh', 'Gävle Symphony Orchestra', 'Alexander Hanson']",445618670,You'll Be in My Heart,spotify:track:4ufCYDnUoWKEszXfuxmg8r
['spotify:artist:4MoAOfV4ROWofLG3a3hhBN'],['Jon Pardi'],445577805,Night Shift,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I
['spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ'],['The Pussycat Dolls'],445495483,Buttons,spotify:track:3BxWKCI06eQ5Od8TY2JBeA
['spotify:artist:4MoAOfV4ROWofLG3a3hhBN'],['Jon Pardi'],445493805,Dirt On My Boots,spotify:track:7f08qp3HROTkfrtNpiYGGo
"['spotify:artist:790FomKkXshlbRYZFtlgla', 'spotify:artist:2R21vXR83lH98kGeO99Y66']","['KAROL G', 'Anuel AA']",445432877,Culpables,spotify:track:4RGKft6YTTWHjpQeRIInuS
['spotify:artist:0p4nmQO2msCgU4IF37Wi3j'],['Avril Lavigne'],445399780,What the Hell,spotify:track:2z4U9d5OAA4YLNXoCgioxo
['spotify:artist:5tTsrGPwQRWUsHR2Xf7Ke9'],['Natalie Cole'],445301888,This Will Be (An Everlasting Love),spotify:track:0PDCewmZCp0P5s00bptcdd
['spotify:artist:7Gi6gjaWy3DxyilpF1a8Is'],['Junior H'],445210967,El Hijo Mayor,spotify:track:1RGlfmdvcfatN0ZLOmzanS
['spotify:artist:3tlXnStJ1fFhdScmQeLpuG'],['Brent Faiyaz'],445207257,DEAD MAN WALKING,spotify:track:2c2tlXfEmLgUNvxngIi1qL
['spotify:artist:08GQAI4eElDnROBrJRGE0X'],['Fleetwood Mac'],445159796,Don't Stop,spotify:track:4bEb3KE4mSKlTFjtWJQBqO
['spotify:artist:74oJ4qxwOZvX6oSsu1DGnw'],['Cream'],445102640,Sunshine Of Your Love,spotify:track:2K2M0TcglCRLLpFOzKeFZA
['spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5'],['J Balvin'],444935015,Ay Vamos,spotify:track:6Ges5C2IE738iJh4HyQizQ
['spotify:artist:2cnMpRsOVqtPMfq7YiFE6K'],['Van Halen'],444639507,Panama,spotify:track:05RgAMGypEvqhNs5hPCbMS
"['spotify:artist:6vXTefBL93Dj5IqAWq6OTv', 'spotify:artist:3TVXtAsR1Inumwj472S9r4']","['French Montana', 'Drake']",444596483,No Stylist,spotify:track:04MLEeAMuV9IlHEsD8vF6A
"['spotify:artist:181bsRPaVXVlUKXrxwZfHK', 'spotify:artist:6vWDO969PvNqNYHIOW5v0m']","['Megan Thee Stallion', 'Beyoncé']",444582995,Savage Remix,spotify:track:5v4GgrXPMghOnBBLmveLac
"['spotify:artist:3TVXtAsR1Inumwj472S9r4', 'spotify:artist:1ooV8YZC1KbpEcrmI8WH0F']","['Drake', 'Yebba']",444511483,Yebba’s Heartbreak,spotify:track:1PDP7mLiAMwhfmgIwzhOm2
"['spotify:artist:1r4hJ1h58CWwUQe3MxPuau', 'spotify:artist:1pQWsZQehhS4wavwh7Fnxd', 'spotify:artist:14zUHaJZo1mnYtn6IBRaRP']","['Maluma', 'Lenny Tavárez', 'Justin Quiles']",444503285,Parce,spotify:track:4RJz8NfIe09gpKMiRUWKhJ
['spotify:artist:33ScadVnbm2X8kkUqOkC6Z'],['Don Omar'],444475495,Virtual Diva,spotify:track:5nJaS3PEpyPfaWiLxIGtRX
['spotify:artist:60d24wfXkVzDSfLS6hyCjZ'],['Martin Garrix'],444313335,Animals,spotify:track:0A9mHc7oYUoCECqByV8cQR
['spotify:artist:1KCSPY1glIKqW2TotWuXOR'],['P!nk'],444276934,Walk Me Home,spotify:track:6jfEZdUJ2Yla6h7gTJgKuo
['spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G'],['Irene Cara'],444156981,Flashdance...What a Feeling,spotify:track:3cbV252akVZInSvJk7jAYX
['spotify:artist:1moxjboGR7GNWYIMWsRjgG'],['Florence + The Machine'],444152990,Shake It Out,spotify:track:4lY95OMGb9WxP6IYut64ir
"['spotify:artist:28gNT5KBp7IjEOQoevXf9N', 'spotify:artist:5M9Bb4adKAgrOFOhc05Y50']","['Camilo', 'Pablo Alborán']",444107127,El Mismo Aire,spotify:track:5EbtodsuLbxrFDH6j5avVS
['spotify:artist:08PvCOlef4xdOr20jFSTPd'],['Flo Milli'],443474423,Never Lose Me,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU
['spotify:artist:12j6dJrPXanCBwY599pZxf'],['Matt Maltese'],443409732,As the World Caves In,spotify:track:3NM41PVVUr0ceootKAtkAj
['spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH'],['John Mellencamp'],443343902,Jack & Diane,spotify:track:43btz2xjMKpcmjkuRsvxyg
['spotify:artist:3ZpEKRjHaHANcpk10u6Ntq'],['Ayra Starr'],443065043,Rush,spotify:track:1xs8bOvm3IzEYmcLJVOc34
['spotify:artist:3mIj9lX2MWuHmhNCA7LSCW'],['The 1975'],442913906,Robbers,spotify:track:06cCziAHtDg6pcsidZHu03
['spotify:artist:6RHTUrRF63xao58xh9FXYJ'],['IVE'],442887159,LOVE DIVE,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi
['spotify:artist:26VFTg2z8YR0cCuwLzESi2'],['Halsey'],442679985,Sorry,spotify:track:3IgUCMkHS4RgHdngIlporF
['spotify:artist:3MHaV05u0io8fQbZ2XPtlC'],['Prince Royce'],442654454,Darte un Beso,spotify:track:6cJLfIqwh0tCKRjYM3WpZ5
['spotify:artist:0XwVARXT135rw8lyw1EeWP'],['Christian Nodal'],442524912,Probablemente,spotify:track:4prmUBle7TtAeeUgCnsc3Z
['spotify:artist:1vVHevk2PD45epYnDi9CCc'],['Jack Stauber'],442366099,Buttercup,spotify:track:2mlGPkAx4kwF8Df0GlScsC
['spotify:artist:3TVXtAsR1Inumwj472S9r4'],['Drake'],442348701,Jungle,spotify:track:7JXZq0JgG2zTrSOAgY8VMC
"['spotify:artist:1cNDP5yjU5vjeR8qMf4grg', 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x']","['YNW Melly', 'Kanye West']",442343914,Mixed Personalities,spotify:track:6vWEAOUSxohKxhp0K1BsxL
['spotify:artist:6KImCVD70vtIoJWnq6nGn3'],['Harry Styles'],442205997,Music For a Sushi Restaurant,spotify:track:5LYMamLv12UPbemOaTPyeV
['spotify:artist:3Isy6kedDrgPYoTS1dazA9'],['Sean Paul'],442074816,She Doesn't Mind,spotify:track:1zZIGnXIcDKU8QIUkR20nK
"['spotify:artist:2LRoIwlKmHjgvigdNGBHNo', 'spotify:artist:14zUHaJZo1mnYtn6IBRaRP']","['Feid', 'Justin Quiles']",441784267,PORFA,spotify:track:4TOmcZvw0gHa7GiXRbcYAW
"['spotify:artist:12GqGscKJx3aE4t07u7eVZ', 'spotify:artist:0pePYDrJGk8gqMRbXrLJC8']","['Peso Pluma', 'Luis R Conriquez']",441768030,Siempre Pendientes,spotify:track:3gfSH9aYZbyGjdmbeoWliw
['spotify:artist:6VuMaDnrHyPL1p4EHjYLi7'],['Charlie Puth'],441431693,Cheating on You,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq
"['spotify:artist:1vqR17Iv8VFdzure1TAXEq', 'spotify:artist:5Y3MV9DZ0d87NnVm56qSY1', 'spotify:artist:1DxLCyH42yaHKGK3cl5bvG', 'spotify:artist:1bAftSH8umNcGZ0uyV7LMg', 'spotify:artist:0AqlFI0tz2DsEoJlKSIiT9', 'spotify:artist:3Apb2lGmGJaBmr0TTBJvIZ', 'spotify:artist:2OhUNb01gLwygOizYvTm0e', 'spotify:artist:0dUyjgCyjfj5eMx6bX2TWf']","['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",441169022,Los del Espacio,spotify:track:1Hs1uUl8o2VtDp1DABFq0O
['spotify:artist:2wUjUUtkb5lvLKcGKsKqsR'],['Alessia Cara'],441153910,Wild Things,spotify:track:0bmm9xZUJQDR1tBhWtIXVM
['spotify:artist:4O15NlyKLIASxsJ0PrXPfz'],['Lil Uzi Vert'],441093661,You Was Right,spotify:track:2ANLarE8yHVsLWW21nj79M
['spotify:artist:3koiLjNrgRTNbOwViDipeA'],['Marvin Gaye'],441090205,I Heard It Through The Grapevine,spotify:track:1tqT6DhmsrtQgyCKUwotiw
"['spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai', 'spotify:artist:6PXS4YHDkKvl1wkIl4V8DL', 'spotify:artist:5WUlDfRSoLAfcVSX1WnrxN']","['David Guetta', 'Fetty Wap', 'Sia']",441070571,Bang My Head,spotify:track:53Y0kdCa1CZ9gRqEuknfwy
['spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo'],['Lil Tecca'],440731544,LOT OF ME,spotify:track:2ZXxRC6V6AXzMdbLQZMHSB
['spotify:artist:25u4wHJWxCA9vO0CzxAbK7'],['Lukas Graham'],440723439,Mama Said,spotify:track:5ArQzSBevAdXTxRY6Ulhbq
['spotify:artist:2HcwFjNelS49kFbfvMxQYw'],['Robbie Williams'],440692476,Feel,spotify:track:2Ms33RTRCT6gArrpcrPxmo
"['spotify:artist:4Q6nIcaBED8qUel8bBx6Cr', 'spotify:artist:7uMh23xWiuR7zsNkuNcm2G']","['Jax Jones', 'MNEK']",440615930,Where Did You Go?,spotify:track:3sa06xVNmLLYIxdNNmVQN8
"['spotify:artist:0pePYDrJGk8gqMRbXrLJC8', 'spotify:artist:6twEaJ9RPRYiCmWapjG8xh', 'spotify:artist:12GqGscKJx3aE4t07u7eVZ']","['Luis R Conriquez', 'Tony Aguirre', 'Peso Pluma']",440521747,El Gavilán,spotify:track:4ygQ5wSuzzNRevVjup1qV2
['spotify:artist:1yxSLGMDHlW21z4YXirZDS'],['Black Eyed Peas'],440490506,Boom Boom Pow,spotify:track:3opVsyWVYEAFK9bJAG8Opa
['spotify:artist:33EUXrFKGjpUSGacqEHhU4'],['Iggy Pop'],440460654,The Passenger,spotify:track:15BQ7vEDv2LJuh8TxWIhtd
['spotify:artist:6Sv2jkzH9sWQjwghW5ArMG'],['Lyodra'],440366158,Pesan Terakhir,spotify:track:3FwQ3RYYEekzjEeL3jdpUZ
['spotify:artist:4oUHIQIBe0LHzYfvXNW4QM'],['Morgan Wallen'],440360152,Sand In My Boots,spotify:track:0uRrG2jRR5tuifsYIJHEao
['spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],440351439,intro (end of the world),spotify:track:2o1pb13quMReXZqE7jWsgq
"['spotify:artist:1mcTU81TzQhprhouKaTkpq', 'spotify:artist:0GgyFUpOyzWDRDqx8FCTDN']","['Rauw Alejandro', 'Baby Rasta']",440268138,PUNTO 40,spotify:track:4UGqAW9i7NtE5mW9xzm6yk
['spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'],['Travis Scott'],440027012,beibs in the trap,spotify:track:0ESJlaM8CE1jRWaNtwSNj8
['spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq'],['One Direction'],439981907,Live While We're Young,spotify:track:6Vh03bkEfXqekWp7Y1UBRb
['spotify:artist:4dpARuHxo51G3z768sgnrY'],['Adele'],439828821,Turning Tables,spotify:track:4oy98QoABnGKpvapDkI525
['spotify:artist:6cK3NBO6uP7hh0oyuVELFl'],['Saweetie'],439712663,My Type,spotify:track:5KBARWIxeMGkvUax9VtVC9
['spotify:artist:790FomKkXshlbRYZFtlgla'],['KAROL G'],439527481,A Ella,spotify:track:1pkMzGqBBS10nDiiYrNGGJ
['spotify:artist:2Kx7MNY7cI1ENniW7vT30N'],['Norah Jones'],439439790,Come Away With Me,spotify:track:6jGnykaS6TkWp15utXSAeI
"['spotify:artist:246dkjvS1zLTtiykXe5h60', 'spotify:artist:0hCNtLu0JehylgoiP8L4Gh']","['Post Malone', 'Nicki Minaj']",439436149,Ball For Me,spotify:track:6IaieqiCVvsNvEt6Y7yOFa
"['spotify:artist:5zctI4wO9XSKS8XwcnqEHk', 'spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ']","['Lil Mosey', 'Gunna']",439167254,Stuck In A Dream,spotify:track:7iHHxY2NLlJRAmlAmC4ahQ
['spotify:artist:0hEurMDQu99nJRq8pTxO14'],['John Mayer'],438639092,Gravity,spotify:track:3SktMqZmo3M9zbB7oKMIF7
['spotify:artist:3TVXtAsR1Inumwj472S9r4'],['Drake'],438485669,I'm Upset,spotify:track:3qN5qMTKyEEmiTZD38BNTT
['spotify:artist:70nxnxEqDQIEWneRjg2Q4O'],"[""Adolescent's Orquesta""]",438463023,Virgen,spotify:track:1HWbpfmzt1YplLceHgirCv
['spotify:artist:6XyY86QOPPrYVGvF9ch6wz'],['Linkin Park'],438358564,CASTLE OF GLASS,spotify:track:1r1fPuhj9H4VdXr7OK6FL5
"['spotify:artist:1uNFoZAHBGtllmzznpCI3s', 'spotify:artist:0c173mlxpT3dSFRgMO8XPh']","['Justin Bieber', 'Big Sean']",438174103,As Long As You Love Me,spotify:track:75lo8VozcCLRG9WGG674iD
"['spotify:artist:5TYxZTjIPqKM8K8NuP9woO', 'spotify:artist:5IbUz6BcOu6IVY512oxavP', 'spotify:artist:7xtnpHS34mLlxGZDVUBHSU']","['C. Tangana', 'Niño de Elche', 'La Húngara']",438161480,Tú Me Dejaste De Querer,spotify:track:5ddFjrPG8NgQQ6xlOQIVd2
['spotify:artist:4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],438160874,HACIENDO QUE ME AMAS,spotify:track:26QApq0cuO9brJigr0C0W4
"['spotify:artist:4zCH9qm4R2DADamUHMCa6O', 'spotify:artist:4YRxDV8wJFPHPTeXepOstw', 'spotify:artist:19LIHDDSHBD5NyYHI3gpzB', 'spotify:artist:0m3D4grap8VFSzbJMqgNVk']","['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",438102412,Chaleya,spotify:track:4nc6XiUze2Yh7wFueGOPv7
"['spotify:artist:4zCH9qm4R2DADamUHMCa6O', 'spotify:artist:4YRxDV8wJFPHPTeXepOstw', 'spotify:artist:19LIHDDSHBD5NyYHI3gpzB', 'spotify:artist:0m3D4grap8VFSzbJMqgNVk']","['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",438102412,"Chaleya (From ""Jawan"")",spotify:track:4nc6XiUze2Yh7wFueGOPv7
"['spotify:artist:12GqGscKJx3aE4t07u7eVZ', 'spotify:artist:6pV5zH2LzjOUHaAvENdMMa']","['Peso Pluma', 'Neton Vega']",438093641,LA PATRULLA,spotify:track:2aYZaN5SmkRDLsrrV8GkBQ
['spotify:artist:6XyY86QOPPrYVGvF9ch6wz'],['Linkin Park'],437915025,One More Light,spotify:track:3xXBsjrbG1xQIm1xv1cKOt
['spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'],['The Weeknd'],437701646,House Of Balloons / Glass Table Girls,spotify:track:2r7BPog74oaTG5shNYiUnV
"['spotify:artist:523y9KSneKh6APd1hKxLuF', 'spotify:artist:4cfKtwkefMW3aiXtxfw8w6']","['Master KG', 'Nomcebo Zikode']",437601447,Jerusalema,spotify:track:2MlOUXmcofMackX3bxfSwi
['spotify:artist:7IlRNXHjoOCgEAWN5qYksg'],['Aya Nakamura'],437551691,Copines,spotify:track:1Bhm5HNO1cq8olDbBmokyL
['spotify:artist:6p5JxpTc7USNnBnLzctyd4'],['Phillip Phillips'],437352483,"Gone, Gone, Gone",spotify:track:56sxN1yKg1dgOZXBcAHkJG
"['spotify:artist:5TcnuUD5MHBfd1cO4kweWD', 'spotify:artist:1gW6pz5n1aK249L0GvfQCC', 'spotify:artist:6bpv92ES2Vcv2OKA3DAhgw']","['Alex Favela', 'Grupo Marca Registrada', 'Joaquin Medina']",437300192,ELOVRGA,spotify:track:2TJKY0WSFufZOzbRNgl6zE
"['spotify:artist:6yJCxee7QumYr820xdIsjo', 'spotify:artist:28AyklUmMECPwdfo8NEsV0']","['Zac Brown Band', 'Jimmy Buffett']",437161531,Knee Deep,spotify:track:60IGhnH20N82dNxKnc8jDd
['spotify:artist:31ijgiurmIPTNojkYQXdnl'],['Vierre Cloud'],437004581,moment,spotify:track:5K9tfeoiztw94dyWzF39jq
"['spotify:artist:1wRPtKGflJrBx9BmLsSwlU', 'spotify:artist:4YRxDV8wJFPHPTeXepOstw']","['Pritam', 'Arijit Singh']",437000180,Shayad,spotify:track:1smFN2CLqGROu0J0UyvDfL
"['spotify:artist:3RbuVoer2pZlqAXI73ElhX', 'spotify:artist:0U7ti3mwGrBNlKNE4YlbfT']","['Cheriimoya', 'Sierra Kidd']",436810846,"Living Life, In The Night",spotify:track:2kx5sQgmjYug0GiDh1a4sU
['spotify:artist:22WZ7M8sxp5THdruNY3gXt'],['The Doors'],436785448,People Are Strange,spotify:track:1Jmqubf9kGkWeYQXQKImL5
"['spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai', 'spotify:artist:4EPJlUEBy49EX1wuFOvtjK', 'spotify:artist:7nDsS0l5ZAzMedVRKPP8F1']","['David Guetta', 'Becky Hill', 'Ella Henderson']",436670270,Crazy What Love Can Do,spotify:track:1WCEAGGRD066z2Q89ObXTq
"['spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL', 'spotify:artist:0399oiMcmbOzzsYQDNYqxn']","['Childish Gambino', 'JasonMartin']",436554908,IV. Sweatpants,spotify:track:4NvXTrOSsVlCw0bFe3lKY9
['spotify:artist:2nszmSgqreHSdJA3zWPyrW'],['Luis Miguel'],436491925,Culpable O No,spotify:track:7BwxbmYFy0l3ROHDjV2c14
['spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],436475543,imagine,spotify:track:39LmTF9RgyakzSYX8txrow
"['spotify:artist:4VMYDCV2IEDYJArk749S6m', 'spotify:artist:4q3ewBCX7sLwd24euuV69X']","['Daddy Yankee', 'Bad Bunny']",436469618,X ÚLTIMA VEZ,spotify:track:48AJSd42lXpicsGqcgopof
['spotify:artist:63yrD80RY3RNEM2YDpUpO8'],['Melanie Martinez'],436302342,Pity Party,spotify:track:3fo6DYGktjENCiagUeU9yH
['spotify:artist:3JsHnjpbhX4SnySpvpa9DK'],['V'],436167021,Christmas Tree,spotify:track:186NCtNk1tUYS7c2DxgJ7O
['spotify:artist:06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],435985910,Afterglow,spotify:track:1SymEzIT3H8UZfibCs3TYi
['spotify:artist:55vs7NT1KxcFjbMC4y202E'],['REO Speedwagon'],435961308,Can't Fight This Feeling,spotify:track:5WwqdeavrQrbeAMDxGawse
['spotify:artist:6deZN1bslXzeGvOLaLMOIF'],['Nickelback'],435905000,Far Away,spotify:track:05rWggLwQ2weA4D2cRAt55
['spotify:artist:0f3EsoviYnRKTkmayI3cux'],['Men At Work'],435454331,Who Can It Be Now?,spotify:track:5rfJ2Bq2PEL8yBjZLzouEu
['spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'],['Kanye West'],435429927,Hurricane,spotify:track:6Hfu9sc7jvv6coyy2LlzBF
['spotify:artist:1qQLhymHXFPtP5U8KNKsm6'],['Apache 207'],435411211,Roller,spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M
['spotify:artist:0UWZUmn7sybxMCqrw9tGa7'],['Juanes'],435374149,La Camisa Negra,spotify:track:2EM9zpAc7PVeoAydmbfVIL
"['spotify:artist:5DUlefCLzVRzNWaNURTFpK', 'spotify:artist:1ackd5XprZEkH3McKbQD51', 'spotify:artist:07YUOmWljBTXwIseAUd9TW']","['Cali Y El Dandee', 'Juan Magán', 'Sebastian Yatra']",435116080,Por Fin Te Encontré,spotify:track:2DAULesb1U4Qz4FSTZpEUJ
